SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,USA_GUST,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR,Month,ENSO_Value_x,ENSO_Value_y,ENSO_Value,SST
1953223N23286,1953,40,,,BARBARA,1953-08-14 00:00:00,TS,34.6,-76.2,80, ,hurdat_atl,main,29,14,O_____________,hurdat_atl,AL031953,34.6,-76.2, ,HU,80.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,Aug,0.73,0.73,0.73,21.142387
1953240N14340,1953,48,,,CAROL,1953-09-03 12:00:00,TS,19.1,-58.7,140, ,hurdat_atl,main,730,663,O_____________,hurdat_atl,AL041953,19.1,-58.7, ,HU,140.0, ,5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,303,Sep,0.78,0.78,0.78,25.559374
1953251N18295,1953,50,,,DOLLY,1953-09-10 12:00:00,TS,23.9,-70.5,65,990,hurdat_atl,main,396,396,O_____________,hurdat_atl,AL061953,23.9,-70.5, ,HU,65.0,990,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,338,Sep,0.78,0.78,0.78,25.319891
1953258N19296,1953,54,,,EDNA,1953-09-17 18:00:00,TS,30.7,-67.6,100,962,hurdat_atl,main,927,927,O_____________,hurdat_atl,AL071953,30.7,-67.6, ,HU,100.0,962,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,43,Sep,0.78,0.78,0.78,21.728323
1953267N15282,1953,59,,GM,FLORENCE,1953-09-25 18:00:00,TS,25.9,-87.5,100, ,hurdat_atl,main,380,315,O_____________,hurdat_atl,AL091953,25.9,-87.5, ,HU,100.0, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,9,Sep,0.78,0.78,0.78,24.800041
1953275N13325,1953,64,,,GAIL,1953-10-03 12:00:00,TS,14.8,-42.8,70,986,hurdat_atl,main,1500,1466,O_____________,hurdat_atl,AL101953,14.8,-42.8, ,HU,70.0,986,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,271,Oct,0.84,0.84,0.84,25.473099
1953280N21274,1953,68,,GM,HAZEL,1953-10-09 12:00:00,TS,26.2,-83.3,75, ,hurdat_atl,main,119,9,O_____________,hurdat_atl,AL121953,26.2,-83.3, ,HU,75.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,58,Oct,0.84,0.84,0.84,24.256256
1954176N22266,1954,23,,GM,ALICE,1954-06-25 12:00:00,TS,24.8,-97.2,95, ,hurdat_atl,main,37,0,O_____________,hurdat_atl,AL031954,24.8,-97.2, ,HU,95.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,302,Jun,-0.5,-0.5,-0.5,
1954238N24285,1954,48,,,CAROL,1954-08-31 06:00:00,TS,36.6,-74.1,100, ,hurdat_atl,main,149,149,I_____________,hurdat_atl,AL061954,36.6,-74.1, ,HU,100.0,957,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29,27,Aug,-0.84,-0.84,-0.84,17.323282
1954244N21291,1954,52,,,DOLLY,1954-09-01 18:00:00,TS,31.7,-69.8,75, ,hurdat_atl,main,696,609,O_____________,hurdat_atl,AL071954,31.7,-69.8, ,HU,75.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,2,Sep,-0.9,-0.9,-0.9,20.854708
1954248N20295,1954,57,,,EDNA,1954-09-09 18:00:00,TS,28.8,-76.5,110,945,hurdat_atl,main,391,391,O_____________,hurdat_atl,AL081954,28.8,-76.5, ,HU,110.0,945,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,Sep,-0.9,-0.9,-0.9,23.946548
1954268N29304,1954,71,,,NOT_NAMED,1954-10-05 06:00:00,TS,35.1,-48.9,85, ,hurdat_atl,main,1328,1297,O_____________,hurdat_atl,AL131954,35.1,-48.9, ,HU,85.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,52,Oct,-0.77,-0.77,-0.77,20.130564
1954278N12302,1954,76,,,HAZEL,1954-10-15 00:00:00,TS,28.8,-76.8,115, ,hurdat_atl,main,362,325,O_____________,hurdat_atl,AL141954,28.8,-76.8, ,HU,115.0, ,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,331,Oct,-0.77,-0.77,-0.77,23.946548
1954364N22309,1954,99,,,ALICE,1955-01-01 18:00:00,TS,19.3,-59.2,80, ,hurdat_atl,main,680,615,O_____________,hurdat_atl,AL161954,19.3,-59.2, ,HU,80.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,248,Jan,0.76,0.76,0.76,25.800768
1955215N15320,1955,50,,,CONNIE,1955-08-07 18:00:00,TS,22.8,-68.8,120,944,hurdat_atl,main,378,378,O_____________,hurdat_atl,AL021955,22.8,-68.8, ,HU,120.0,944,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,310,Aug,-0.75,-0.75,-0.75,25.96793
1955219N16319,1955,52,,,DIANE,1955-08-13 18:00:00,TS,27.4,-62.6,90,969,hurdat_atl,main,1051,1024,O_____________,hurdat_atl,AL031955,27.4,-62.6, ,HU,90.0,969,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,264,Aug,-0.75,-0.75,-0.75,23.135303
1955234N11318,1955,57,,,EDITH,1955-08-30 06:00:00,TS,33.6,-60.5,85, ,hurdat_atl,main,1177,1127,O_____________,hurdat_atl,AL041955,33.6,-60.5, ,HU,85.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,34,Aug,-0.75,-0.75,-0.75,20.286707
1955245N19329,1955,65,,,FLORA,1955-09-06 18:00:00,TS,31.3,-55.2,90,967,hurdat_atl,main,1621,1578,O_____________,hurdat_atl,AL061955,31.3,-55.2, ,HU,90.0,967,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,341,Sep,-1.09,-1.09,-1.09,21.089432
1955247N20267,1955,68,,GM,GLADYS,1955-09-05 12:00:00,TS,23.0,-97.0,65,997,hurdat_atl,main,81,61,O_____________,hurdat_atl,AL071955,23.0,-97.0, ,HU,65.0,997,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,311,Sep,-1.09,-1.09,-1.09,
1955253N14319,1955,69,,,IONE,1955-09-17 18:00:00,TS,27.0,-73.2,120,938,hurdat_atl,main,523,508,O_____________,hurdat_atl,AL081955,27.0,-73.2, ,HU,120.0,938,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,320,Sep,-1.09,-1.09,-1.09,24.471052
1955255N19294,1955,70,,CS,HILDA,1955-09-16 00:00:00,TS,19.2,-85.4,105,963,hurdat_atl,main,212,158,O_____________,hurdat_atl,AL091955,19.2,-85.4, ,HU,105.0,963,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,279,Sep,-1.09,-1.09,-1.09,27.234041
1955265N13307,1955,75,,CS,JANET,1955-09-28 00:00:00,TS,17.9667,-86.1,150, ,hurdat_atl,main,181,84,O_________O___,hurdat_atl,AL101955,18.0,-86.1, ,HU,150.0, ,5.0, , , , , , , , , , , , , , , , , , , , , ,17.9000,-86.1000,4,178, , , , , , ,21,283,Sep,-1.09,-1.09,-1.09,27.507635
1955288N13281,1955,85,,CS,KATIE,1955-10-17 05:00:00,TS,18.0,-71.7,95, ,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL131955,18.0,-71.7,L,HU,95.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,20,Oct,-1.42,-1.42,-1.42,27.076368
1956208N21268,1956,63,,GM,ANNA,1956-07-26 18:00:00,TS,21.6,-96.9,75, ,hurdat_atl,main,41,0,O_____________,hurdat_atl,AL021956,21.6,-96.9, ,HU,75.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,280,Jul,-0.57,-0.57,-0.57,25.453638
1956222N13313,1956,71,,,BETSY,1956-08-14 06:00:00,TS,24.9,-75.0,105, ,hurdat_atl,main,276,239,O_____________,hurdat_atl,AL031956,24.9,-75.0, ,HU,105.0, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,311,Aug,-0.55,-0.55,-0.55,25.412073
1956265N18274,1956,94,,GM,FLOSSY,1956-09-24 18:00:00,TS,29.9,-87.6,80, ,hurdat_atl,main,44,22,I_____________,hurdat_atl,AL071956,29.9,-87.6, ,HU,80.0,977,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,67,Sep,-0.46,-0.46,-0.46,20.670347
1956305N20285,1956,106,,,GRETA,1956-11-04 18:00:00,TS,22.2,-67.1,85,970,hurdat_atl,main,396,396,O_____________,hurdat_atl,AL081956,22.2,-67.1, ,HU,85.0,970,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,103,Nov,-0.43,-0.43,-0.43,25.96793
1957176N21267,1957,34,,GM,AUDREY,1957-06-27 12:00:00,TS,29.3,-93.8,110,946,hurdat_atl,main,44,9,O_____________,hurdat_atl,AL021957,29.3,-93.8, ,HU,110.0,946,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,6,Jun,1.11,1.11,1.11,20.380651
1957245N13339,1957,51,,,CARRIE,1957-09-08 00:00:00,TS,17.4,-42.9,120,945,hurdat_atl,main,1726,1709,O_____________,hurdat_atl,AL041957,17.4,-42.9, ,HU,120.0,945,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,294,Sep,1.33,1.33,1.33,24.719816
1957264N32294,1957,63,,,FRIEDA,1957-09-25 12:00:00,TS,35.8,-64.5,75, ,hurdat_atl,main,810,781,O_____________,hurdat_atl,AL071957,35.8,-64.5, ,HU,75.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,47,Sep,1.33,1.33,1.33,20.815498
1958223N12340,1958,65,,,CLEO,1958-08-15 18:00:00,TS,18.1,-49.6,120,947,hurdat_atl,main,1454,1454,O_____________,hurdat_atl,AL031958,18.1,-49.6, ,HU,120.0,947,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,353,Aug,0.43,0.43,0.43,25.191166
1958236N25287,1958,69,,,DAISY,1958-08-27 18:00:00,TS,29.6,-75.6,115,948,hurdat_atl,main,491,491,O_____________,hurdat_atl,AL041958,29.6,-75.6, ,HU,115.0,948,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,40,Aug,0.43,0.43,0.43,23.343004
1958242N13302,1958,74,,CS,ELLA,1958-09-01 12:00:00,TS,18.2,-73.4,95, ,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL051958,18.2,-73.4,L,HU,95.0, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,302,Sep,0.39,0.39,0.39,27.283962
1958248N10315,1958,76,,,FIFI,1958-09-06 12:00:00,TS,16.6,-57.1,75, ,hurdat_atl,main,783,777,O_____________,hurdat_atl,AL061958,16.6,-57.1, ,HU,75.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,308,Sep,0.39,0.39,0.39,26.43869
1958264N17308,1958,89,,,HELENE,1958-09-27 09:00:00,TS,32.7,-78.6,130,930,hurdat_atl,main,78,60,O_____________,hurdat_atl,AL081958,32.7,-78.6,I,HU,130.0,930,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,6,Sep,0.39,0.39,0.39,23.008121
1958267N18309,1958,90,,,ILSA,1958-09-26 12:00:00,TS,19.7,-60.8,95,956,hurdat_atl,main,525,514,O_____________,hurdat_atl,AL091958,19.7,-60.8, ,HU,95.0,956,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,316,Sep,0.39,0.39,0.39,25.800768
1958278N19279,1958,93,,,JANICE,1958-10-10 06:00:00,TS,34.0,-67.1,85,968,hurdat_atl,main,789,789,O_____________,hurdat_atl,AL101958,34.0,-67.1, ,HU,85.0,968,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,57,Oct,0.44,0.44,0.44,20.554846
1959169N26274,1959,37,,,NOT_NAMED,1959-06-19 12:00:00,TS,38.4,-65.0,75,974,hurdat_atl,main,560,437,O_____________,hurdat_atl,AL031959,38.4,-65.0, ,HU,75.0,974,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46,42,Jun,-0.07,-0.07,-0.07,18.072832
1959186N32281,1959,45,,,CINDY,1959-07-08 12:00:00,TS,32.4,-78.1,65,995,hurdat_atl,main,135,114,O_____________,hurdat_atl,AL041959,32.4,-78.1, ,HU,65.0,995,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,274,Jul,-0.18,-0.18,-0.18,23.008121
1959204N28269,1959,51,,,DEBRA,1959-07-25 05:00:00,TS,29.1,-95.2,75,980,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL051959,29.1,-95.2,L,HU,75.0,980,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,0,Jul,-0.18,-0.18,-0.18,
1959252N17314,1959,76,,,FLORA,1959-09-11 12:00:00,TS,28.5,-42.6,65, ,hurdat_atl,main,2215,2177,O_____________,hurdat_atl,AL071959,28.5,-42.6, ,HU,65.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,44,Sep,-0.09,-0.09,-0.09,22.219368
1959264N20292,1959,82,,,GRACIE,1959-09-29 06:00:00,TS,30.6,-79.1,115,951,hurdat_atl,main,219,166,O_____________,hurdat_atl,AL081959,30.6,-79.1, ,HU,115.0,951,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,317,Sep,-0.09,-0.09,-0.09,23.314177
1959271N27310,1959,87,,,HANNAH,1959-09-30 18:00:00,TS,27.9,-65.6,105,959,hurdat_atl,main,1029,1029,O_____________,hurdat_atl,AL091959,27.9,-65.6, ,HU,105.0,959,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,323,Sep,-0.09,-0.09,-0.09,23.01582
1959287N14287,1959,95,,,JUDITH,1959-10-19 12:00:00,TS,29.6,-70.0,75,988,hurdat_atl,main,834,834,O_____________,hurdat_atl,AL111959,29.6,-70.0, ,HU,75.0,988,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,72,Oct,-0.03,-0.03,-0.03,21.804531
1960192N12304,1960,35,,CS,ABBY,1960-07-15 06:00:00,TS,16.3,-86.6,70, ,hurdat_atl,main,59,55,O_____________,hurdat_atl,AL021960,16.3,-86.6,L,HU,70.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,279,Jul,0.13,0.13,0.13,
1960231N26285,1960,58,,,CLEO,1960-08-19 06:00:00,TS,31.0,-70.2,75, ,hurdat_atl,main,715,681,O_____________,hurdat_atl,AL041960,31.0,-70.2, ,HU,75.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,20,Aug,0.24,0.24,0.24,21.804531
1960243N10337,1960,62,,,DONNA,1960-09-07 00:00:00,TS,21.8,-69.7,125,932,hurdat_atl,main,242,235,O_____________,hurdat_atl,AL051960,21.8,-69.7, ,HU,125.0,932,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,289,Sep,0.27,0.27,0.27,26.024284
1960257N22267,1960,69,,GM,ETHEL,1960-09-14 18:00:00,TS,25.6,-90.0,100,974,hurdat_atl,main,389,305,O_____________,hurdat_atl,AL061960,25.6,-90.0, ,HU,100.0,974,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,24,Sep,0.27,0.27,0.27,24.16544
1961199N11314,1961,63,,CS,ANNA,1961-07-22 12:00:00,TS,14.5,-78.2,90,976,hurdat_atl,main,373,366,O_____________,hurdat_atl,AL011961,14.5,-78.2, ,HU,90.0,976,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,290,Jul,0.14,0.14,0.14,27.47158
1961245N13318,1961,83,,,BETSY,1961-09-06 00:00:00,TS,28.5,-54.0,115,952,hurdat_atl,main,1632,1632,O_____________,hurdat_atl,AL021961,28.5,-54.0, ,HU,115.0,952,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,328,Sep,-0.3,-0.3,-0.3,22.993383
1961247N13283,1961,84,,GM,CARLA,1961-09-11 06:00:00,TS,27.2,-95.7,125,927,hurdat_atl,main,150,121,O_____________,hurdat_atl,AL031961,27.2,-95.7, ,HU,125.0,927,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,307,Sep,-0.3,-0.3,-0.3,22.199953
1961249N14342,1961,88,,,DEBBIE,1961-09-11 12:00:00,TS,27.9,-46.0,80, ,hurdat_atl,main,2175,2107,O_____________,hurdat_atl,AL041961,27.9,-46.0, ,HU,80.0, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,353,Sep,-0.3,-0.3,-0.3,22.621632
1961254N11329,1961,91,,,ESTHER,1961-09-17 06:00:00,TS,24.1,-63.9,140,924,hurdat_atl,main,661,656,O_____________,hurdat_atl,AL051961,24.1,-63.9, ,HU,140.0,924,5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,284,Sep,-0.3,-0.3,-0.3,25.141771
1961273N16302,1961,99,,,FRANCES,1961-10-07 00:00:00,TS,33.0,-66.3,115,948,hurdat_atl,main,897,897,O_____________,hurdat_atl,AL071961,33.0,-66.3, ,HU,115.0,948,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,46,Oct,-0.26,-0.26,-0.26,20.62256
1961299N11281,1961,112,,CS,HATTIE,1961-10-31 00:00:00,TS,18.0,-86.1,145,914,hurdat_atl,main,181,134,O_____________,hurdat_atl,AL091961,18.0,-86.1, ,HU,145.0,914,5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,250,Oct,-0.26,-0.26,-0.26,27.507635
