SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,USA_GUST,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR,Month,ENSO_Value_x,ENSO_Value_y,ENSO_Value,SST
1950224N17305,1950,58,,,ABLE,1950-08-16 03:00:00,TS,25.7299,-68.4, , , ,main,687,667,P_____________, ,AL011950,25.7299,-68.4, ,HU,80, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,270,Aug,1.07,1.07,1.07,24.329573
1950224N17305,1950,58,,,ABLE,1950-08-16 06:00:00,TS,25.7,-68.7,80, ,hurdat_atl,main,667,638,O_____________,hurdat_atl,AL011950,25.7,-68.7, ,HU,80, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,257,Aug,1.07,1.07,1.07,24.329573
1950224N17305,1950,58,,,ABLE,1950-08-16 09:00:00,TS,25.6075,-69.0076, , , ,main,638,611,P_____________, ,AL011950,25.6075,-69.0076, ,HU,80, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,250,Aug,1.07,1.07,1.07,24.396568
1950224N17305,1950,58,,,ABLE,1950-08-16 12:00:00,TS,25.5,-69.3,80,980,hurdat_atl,main,611,589,O_____________,hurdat_atl,AL011950,25.5,-69.3, ,HU,80,980,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,250,Aug,1.07,1.07,1.07,24.396568
1950224N17305,1950,58,,,ABLE,1950-08-16 15:00:00,TS,25.4348,-69.535, , , ,main,589,571,P_____________, ,AL011950,25.4348,-69.535, ,HU,82, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,257,Aug,1.07,1.07,1.07,24.396568
1950224N17305,1950,58,,,ABLE,1950-08-16 18:00:00,TS,25.4,-69.8,85, ,hurdat_atl,main,571,554,O_____________,hurdat_atl,AL011950,25.4,-69.8, ,HU,85, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,266,Aug,1.07,1.07,1.07,24.396568
1950224N17305,1950,58,,,ABLE,1950-08-16 21:00:00,TS,25.3925,-70.17, , , ,main,549,529,P_____________, ,AL011950,25.3925,-70.17, ,HU,87, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,270,Aug,1.07,1.07,1.07,24.396568
1950224N17305,1950,58,,,ABLE,1950-08-17 00:00:00,TS,25.4,-70.6,90, ,hurdat_atl,main,529,511,O_____________,hurdat_atl,AL011950,25.4,-70.6, ,HU,90, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,270,Aug,1.07,1.07,1.07,24.396568
1950224N17305,1950,58,,,ABLE,1950-08-17 03:00:00,TS,25.3923,-71.0276, , , ,main,511,493,P_____________, ,AL011950,25.3923,-71.0276, ,HU,92, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,270,Aug,1.07,1.07,1.07,24.42981
1950224N17305,1950,58,,,ABLE,1950-08-17 06:00:00,TS,25.4,-71.5,95, ,hurdat_atl,main,493,480,O_____________,hurdat_atl,AL011950,25.4,-71.5, ,HU,95, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,272,Aug,1.07,1.07,1.07,24.42981
1950224N17305,1950,58,,,ABLE,1950-08-17 09:00:00,TS,25.4202,-72.0651, , , ,main,478,474,P_____________, ,AL011950,25.4202,-72.0651, ,HU,97, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,276,Aug,1.07,1.07,1.07,24.42981
1950224N17305,1950,58,,,ABLE,1950-08-17 12:00:00,TS,25.5,-72.6,100,962,hurdat_atl,main,482,481,O_____________,hurdat_atl,AL011950,25.5,-72.6, ,HU,100,962,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,285,Aug,1.07,1.07,1.07,24.42981
1950224N17305,1950,58,,,ABLE,1950-08-17 15:00:00,TS,25.6472,-72.9877, , , ,main,488,469,P_____________, ,AL011950,25.6472,-72.9877, ,HU,100, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,302,Aug,1.07,1.07,1.07,24.42981
1950224N17305,1950,58,,,ABLE,1950-08-17 18:00:00,TS,25.9,-73.3,100, ,hurdat_atl,main,469,453,O_____________,hurdat_atl,AL011950,25.9,-73.3, ,HU,100, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,319,Aug,1.07,1.07,1.07,24.471052
1950224N17305,1950,58,,,ABLE,1950-08-17 21:00:00,TS,26.2849,-73.6148, , , ,main,457,442,P_____________, ,AL011950,26.2849,-73.6148, ,HU,100, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,326,Aug,1.07,1.07,1.07,24.471052
1950224N17305,1950,58,,,ABLE,1950-08-18 00:00:00,TS,26.7,-73.9,100, ,hurdat_atl,main,447,438,O_____________,hurdat_atl,AL011950,26.7,-73.9, ,HU,100, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,326,Aug,1.07,1.07,1.07,24.471052
1950224N17305,1950,58,,,ABLE,1950-08-18 03:00:00,TS,27.0149,-74.1578, , , ,main,434,431,P_____________, ,AL011950,27.0149,-74.1578, ,HU,100, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,323,Aug,1.07,1.07,1.07,23.326134
1950224N17305,1950,58,,,ABLE,1950-08-18 06:00:00,TS,27.3,-74.4,100, ,hurdat_atl,main,434,431,O_____________,hurdat_atl,AL011950,27.3,-74.4, ,HU,100, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,323,Aug,1.07,1.07,1.07,23.326134
1950224N17305,1950,58,,,ABLE,1950-08-18 09:00:00,TS,27.6075,-74.6575, , , ,main,431,430,P_____________, ,AL011950,27.6075,-74.6575, ,HU,100, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,324,Aug,1.07,1.07,1.07,23.326134
1950224N17305,1950,58,,,ABLE,1950-08-18 12:00:00,TS,27.9,-74.9,100,958,hurdat_atl,main,439,439,O_____________,hurdat_atl,AL011950,27.9,-74.9, ,HU,100,958,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,322,Aug,1.07,1.07,1.07,23.326134
1950224N17305,1950,58,,,ABLE,1950-08-18 15:00:00,TS,28.1425,-75.1226, , , ,main,441,441,P_____________, ,AL011950,28.1425,-75.1226, ,HU,102, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,325,Aug,1.07,1.07,1.07,23.946548
1950224N17305,1950,58,,,ABLE,1950-08-18 18:00:00,TS,28.4,-75.3,105, ,hurdat_atl,main,455,455,O_____________,hurdat_atl,AL011950,28.4,-75.3, ,HU,105, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,335,Aug,1.07,1.07,1.07,23.946548
1950224N17305,1950,58,,,ABLE,1950-08-18 21:00:00,TS,28.7275,-75.43, , , ,main,477,477,P_____________, ,AL011950,28.7275,-75.43, ,HU,105, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,346,Aug,1.07,1.07,1.07,23.946548
1950224N17305,1950,58,,,ABLE,1950-08-19 00:00:00,TS,29.1,-75.5,105, ,hurdat_atl,main,491,491,O_____________,hurdat_atl,AL011950,29.1,-75.5, ,HU,105, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,354,Aug,1.07,1.07,1.07,23.343004
1950224N17305,1950,58,,,ABLE,1950-08-19 03:00:00,TS,29.4925,-75.5152, , , ,main,498,498,P_____________, ,AL011950,29.4925,-75.5152, ,HU,105, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1,Aug,1.07,1.07,1.07,23.343004
1950224N17305,1950,58,,,ABLE,1950-08-19 06:00:00,TS,29.9,-75.5,105, ,hurdat_atl,main,504,465,O_____________,hurdat_atl,AL011950,29.9,-75.5, ,HU,105, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0,Aug,1.07,1.07,1.07,23.343004
1950224N17305,1950,58,,,ABLE,1950-08-19 09:00:00,TS,30.285,-75.5, , , ,main,465,427,P_____________, ,AL011950,30.285,-75.5, ,HU,105, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1,Aug,1.07,1.07,1.07,23.343004
1950224N17305,1950,58,,,ABLE,1950-08-19 12:00:00,TS,30.7,-75.5,105,953,hurdat_atl,main,427,390,O_____________,hurdat_atl,AL011950,30.7,-75.5, ,HU,105,953,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,359,Aug,1.07,1.07,1.07,23.343004
1950224N17305,1950,58,,,ABLE,1950-08-19 15:00:00,TS,31.1775,-75.5221, , , ,main,381,338,P_____________, ,AL011950,31.1775,-75.5221, ,HU,107, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,Aug,1.07,1.07,1.07,22.936575
1950224N17305,1950,58,,,ABLE,1950-08-19 18:00:00,TS,31.7,-75.5,110, ,hurdat_atl,main,338,296,O_____________,hurdat_atl,AL011950,31.7,-75.5, ,HU,110, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,5,Aug,1.07,1.07,1.07,22.936575
1950224N17305,1950,58,,,ABLE,1950-08-19 21:00:00,TS,32.2048,-75.4164, , , ,main,296,243,P_____________, ,AL011950,32.2048,-75.4164, ,HU,110, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,13,Aug,1.07,1.07,1.07,22.936575
1950224N17305,1950,58,,,ABLE,1950-08-20 00:00:00,TS,32.8,-75.2,110, ,hurdat_atl,main,243,198,O_____________,hurdat_atl,AL011950,32.8,-75.2, ,HU,110, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,19,Aug,1.07,1.07,1.07,22.936575
1950224N17305,1950,58,,,ABLE,1950-08-20 03:00:00,TS,33.562,-74.8466, , , ,main,198,182,P_____________, ,AL011950,33.562,-74.8466, ,HU,107, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,25,Aug,1.07,1.07,1.07,21.280745
1950224N17305,1950,58,,,ABLE,1950-08-20 06:00:00,TS,34.4,-74.3,105, ,hurdat_atl,main,184,175,O_____________,hurdat_atl,AL011950,34.4,-74.3, ,HU,105, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,33,Aug,1.07,1.07,1.07,21.280745
1950224N17305,1950,58,,,ABLE,1950-08-20 09:00:00,TS,35.2002,-73.5597, , , ,main,184,184,P_____________, ,AL011950,35.2002,-73.5597, ,HU,102, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,39,Aug,1.07,1.07,1.07,17.323282
1950224N17305,1950,58,,,ABLE,1950-08-20 12:00:00,TS,36.0,-72.7,100, ,hurdat_atl,main,252,252,O_____________,hurdat_atl,AL011950,36.0,-72.7, ,HU,100, ,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,41,Aug,1.07,1.07,1.07,19.427315
1950224N17305,1950,58,,,ABLE,1950-08-20 15:00:00,TS,36.7922,-71.8484, , , ,main,334,329,P_____________, ,AL011950,36.7922,-71.8484, ,HU,95, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,40,Aug,1.07,1.07,1.07,19.427315
1950224N17305,1950,58,,,ABLE,1950-08-20 18:00:00,TS,37.6,-71.0,90, ,hurdat_atl,main,355,331,O_____________,hurdat_atl,AL011950,37.6,-71.0, ,HU,90, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,38,Aug,1.07,1.07,1.07,14.209287
1950224N17305,1950,58,,,ABLE,1950-08-20 21:00:00,TS,38.426,-70.2261, , , ,main,336,275,P_____________, ,AL011950,38.426,-70.2261, ,HU,85, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,36,Aug,1.07,1.07,1.07,15.899701
1950224N17305,1950,58,,,ABLE,1950-08-21 00:00:00,TS,39.3,-69.4,80, ,hurdat_atl,main,268,208,O_____________,hurdat_atl,AL011950,39.3,-69.4, ,HU,80, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,38,Aug,1.07,1.07,1.07,9.352127
1950224N17305,1950,58,,,ABLE,1950-08-21 03:00:00,TS,40.2197,-68.4001, , , ,main,213,206,P_____________, ,AL011950,40.2197,-68.4001, ,HU,75, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,40,Aug,1.07,1.07,1.07,10.37442
1950224N17305,1950,58,,,ABLE,1950-08-21 06:00:00,TS,41.2,-67.3,70, ,hurdat_atl,main,231,150,O_____________,hurdat_atl,AL011950,41.2,-67.3, ,HU,70, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27,40,Aug,1.07,1.07,1.07,5.144108
1950224N17305,1950,58,,,ABLE,1950-08-21 09:00:00,TS,42.2496,-66.1322, , , ,main,148,37,P_____________, ,AL011950,42.2496,-66.1322, ,HU,67, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27,39,Aug,1.07,1.07,1.07,5.8424277
1950224N17305,1950,58,,,ABLE,1950-08-21 12:00:00,TS,43.3,-65.0,65, ,hurdat_atl,main,32,11,O_____________,hurdat_atl,AL011950,43.3,-65.0, ,HU,65, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,37,Aug,1.07,1.07,1.07,2.249781
1950224N17305,1950,58,,,ABLE,1950-08-21 15:00:00,TS,44.2261,-64.105, , , ,main,13,0,P_____________, ,AL011950,44.2261,-64.105, ,HU,65, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,36,Aug,1.07,1.07,1.07,1.4758791
1950224N17305,1950,58,,,ABLE,1950-08-21 16:00:00,TS,44.6,-63.7,65, ,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL011950,44.6,-63.7,L,HU,65, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,40,Aug,1.07,1.07,1.07,1.4758791
1950231N12306,1950,63,,,BAKER,1950-08-21 00:00:00,TS,16.6,-58.8,65, ,hurdat_atl,main,702,689,O_____________,hurdat_atl,AL021950,16.6,-58.8, ,HU,65, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,286,Aug,1.07,1.07,1.07,26.43869
1950231N12306,1950,63,,,BAKER,1950-08-21 03:00:00,TS,16.715,-59.3075, , , ,main,689,634,P_____________, ,AL021950,16.715,-59.3075, ,HU,67, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,282,Aug,1.07,1.07,1.07,26.707714
1950231N12306,1950,63,,,BAKER,1950-08-21 06:00:00,TS,16.8,-59.8,70, ,hurdat_atl,main,634,590,O_____________,hurdat_atl,AL021950,16.8,-59.8, ,HU,70, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,279,Aug,1.07,1.07,1.07,26.707714
1950231N12306,1950,63,,,BAKER,1950-08-21 09:00:00,TS,16.8575,-60.2451, , , ,main,590,549,P_____________, ,AL021950,16.8575,-60.2451, ,HU,70, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,277,Aug,1.07,1.07,1.07,26.707714
1950231N12306,1950,63,,CS,BAKER,1950-08-21 12:00:00,TS,16.9,-60.6,70,990,hurdat_atl,main,549,526,O_____________,hurdat_atl,AL021950,16.9,-60.6, ,HU,70,990,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,280,Aug,1.07,1.07,1.07,26.707714
1950231N12306,1950,63,,CS,BAKER,1950-08-21 15:00:00,TS,16.9574,-60.83, , , ,main,526,505,P_____________, ,AL021950,16.9574,-60.83, ,HU,72,988,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,285,Aug,1.07,1.07,1.07,26.707714
1950231N12306,1950,63,,CS,BAKER,1950-08-21 18:00:00,TS,17.0,-61.0,75,987,hurdat_atl,main,505,485,O_____________,hurdat_atl,AL021950,17.0,-61.0, ,HU,75,987,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,279,Aug,1.07,1.07,1.07,26.927765
1950231N12306,1950,63,,CS,BAKER,1950-08-21 21:00:00,TS,17.015,-61.2, , , ,main,485,465,P_____________, ,AL021950,17.015,-61.2, ,HU,80, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,270,Aug,1.07,1.07,1.07,26.503756
1950231N12306,1950,63,,CS,BAKER,1950-08-22 00:00:00,TS,17.0,-61.4,85, ,hurdat_atl,main,465,444,O_____________,hurdat_atl,AL021950,17.0,-61.4, ,HU,85, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,261,Aug,1.07,1.07,1.07,26.927765
1950231N12306,1950,63,,CS,BAKER,1950-08-22 03:00:00,TS,16.9575,-61.6, , , ,main,444,428,P_____________, ,AL021950,16.9575,-61.6, ,HU,80, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,255,Aug,1.07,1.07,1.07,26.927765
1950231N12306,1950,63,,CS,BAKER,1950-08-22 06:00:00,TS,16.9,-61.8,75, ,hurdat_atl,main,428,412,O_____________,hurdat_atl,AL021950,16.9,-61.8, ,HU,75, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,252,Aug,1.07,1.07,1.07,26.927765
1950231N12306,1950,63,,CS,BAKER,1950-08-22 09:00:00,TS,16.8424,-61.9775, , , ,main,412,393,P_____________, ,AL021950,16.8424,-61.9775, ,HU,67, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,255,Aug,1.07,1.07,1.07,26.927765
1950231N12306,1950,63,,GM,BAKER,1950-08-29 00:00:00,TS,23.5,-87.7,65, ,hurdat_atl,main,223,223,O_____________,hurdat_atl,AL021950,23.5,-87.7, ,HU,65, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,319,Aug,1.07,1.07,1.07,25.6847
1950231N12306,1950,63,,GM,BAKER,1950-08-29 03:00:00,TS,23.6075,-87.8425, , , ,main,234,234,P_____________, ,AL021950,23.6075,-87.8425, ,HU,70, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,306,Aug,1.07,1.07,1.07,25.6847
1950231N12306,1950,63,,GM,BAKER,1950-08-29 06:00:00,TS,23.7,-88.0,75, ,hurdat_atl,main,245,245,O_____________,hurdat_atl,AL021950,23.7,-88.0, ,HU,75, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,303,Aug,1.07,1.07,1.07,25.6847
1950231N12306,1950,63,,GM,BAKER,1950-08-29 09:00:00,TS,23.8,-88.165, , , ,main,257,257,P_____________, ,AL021950,23.8,-88.165, ,HU,77, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,306,Aug,1.07,1.07,1.07,25.6847
1950231N12306,1950,63,,GM,BAKER,1950-08-29 12:00:00,TS,23.9,-88.3,80, ,hurdat_atl,main,268,268,O_____________,hurdat_atl,AL021950,23.9,-88.3, ,HU,80, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,314,Aug,1.07,1.07,1.07,25.6847
1950231N12306,1950,63,,GM,BAKER,1950-08-29 15:00:00,TS,23.97,-88.3576, , , ,main,279,279,P_____________, ,AL021950,23.97,-88.3576, ,HU,82, ,1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,335,Aug,1.07,1.07,1.07,25.6847
1950231N12306,1950,63,,GM,BAKER,1950-08-29 18:00:00,TS,24.1,-88.4,85, ,hurdat_atl,main,290,290,O_____________,hurdat_atl,AL021950,24.1,-88.4, ,HU,85, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,342,Aug,1.07,1.07,1.07,25.6847
1950231N12306,1950,63,,GM,BAKER,1950-08-29 21:00:00,TS,24.34,-88.4925, , , ,main,312,312,P_____________, ,AL021950,24.34,-88.4925, ,HU,87, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,343,Aug,1.07,1.07,1.07,25.6847
1950231N12306,1950,63,,GM,BAKER,1950-08-30 00:00:00,TS,24.7,-88.6,90, ,hurdat_atl,main,357,357,O_____________,hurdat_atl,AL021950,24.7,-88.6, ,HU,90, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,347,Aug,1.07,1.07,1.07,25.6847
1950231N12306,1950,63,,GM,BAKER,1950-08-30 03:00:00,TS,25.1475,-88.7001, , , ,main,402,369,P_____________, ,AL021950,25.1475,-88.7001, ,HU,90, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,350,Aug,1.07,1.07,1.07,24.800041
1950231N12306,1950,63,,GM,BAKER,1950-08-30 06:00:00,TS,25.7,-88.8,90, ,hurdat_atl,main,369,302,O_____________,hurdat_atl,AL021950,25.7,-88.8, ,HU,90, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,350,Aug,1.07,1.07,1.07,24.800041
1950231N12306,1950,63,,GM,BAKER,1950-08-30 09:00:00,TS,26.335,-88.9369, , , ,main,302,223,P_____________, ,AL021950,26.335,-88.9369, ,HU,90, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,352,Aug,1.07,1.07,1.07,24.800041
1950231N12306,1950,63,,GM,BAKER,1950-08-30 12:00:00,TS,27.0,-89.0,90, ,hurdat_atl,main,223,157,O_____________,hurdat_atl,AL021950,27.0,-89.0, ,HU,90, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,1,Aug,1.07,1.07,1.07,24.16544
1950231N12306,1950,63,,GM,BAKER,1950-08-30 15:00:00,TS,27.6075,-88.9027, , , ,main,157,97,P_____________, ,AL021950,27.6075,-88.9027, ,HU,87, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,12,Aug,1.07,1.07,1.07,22.774446
1950231N12306,1950,63,,GM,BAKER,1950-08-30 18:00:00,TS,28.2,-88.7,85, ,hurdat_atl,main,97,66,O_____________,hurdat_atl,AL021950,28.2,-88.7, ,HU,85, ,2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,19,Aug,1.07,1.07,1.07,22.774446
